employee_id,first_name,last_name,date_of_birth,gender,ethnicity,job_title,department,hire_date,termination_date,salary,hourly_rate,overtime_rate,pay_frequency,tax_withholding,ssn,address,city,state,zip_code,phone_number,emergency_contact_name,emergency_contact_phone,marital_status,spouse_name,number_of_dependents,education_level,years_of_experience,performance_rating,benefits_eligible,union_member
311,Joseito,Jakubiak,4/21/1976,Non-binary,Hispanic,Administrative Officer,Training,11/3/2001,7/14/2001,97421.0,68.08,43.75,Weekly,0.77,499-92-7502,4 Ludington Avenue,Karang Tengah,,,197-449-1166,Joseito Jakubiak,592-271-9035,Widowed,Joseito Jakubiak,4,Master's Degree,26,2.3,true,false
312,Chico,Twiggs,7/21/1985,Pangender,Other,Account Representative I,Sales,3/11/2008,3/14/2014,102630.55,72.1,58.36,Weekly,0.83,128-46-7947,084 Division Pass,Rizal,,7104,525-245-8549,Chico Twiggs,725-992-2896,Married,Chico Twiggs,2,Master's Degree,8,1.24,true,true
313,Papageno,Burnyeat,4/27/1997,Transgender Man,Hispanic,Data Coordinator,Business Development,12/5/2017,5/7/2019,147695.2,47.2,76.92,Weekly,0.73,374-69-1079,22 Montana Drive,Arco de Baúlhe,03,4860-045,304-689-3041,Papageno Burnyeat,278-318-7084,Divorced,Papageno Burnyeat,0,Associate's Degree,18,4.77,false,false
314,Glenine,Gleadle,11/10/1956,Transsexual Woman,White,Speech Pathologist,Training,11/29/2014,11/28/2000,75948.23,11.99,97.49,Monthly,0.01,361-93-8991,41566 Del Sol Way,Halong,,,892-664-3637,Glenine Gleadle,760-525-7529,Divorced,Glenine Gleadle,6,Master's Degree,3,1.34,false,true
315,Gertrud,Andell,9/3/1957,Transsexual Man,Black,Nuclear Power Engineer,Human Resources,2/13/2017,4/6/2003,24858.89,57.89,95.78,Weekly,0.32,852-20-5320,5 Summerview Court,Лабуништа,,6337,586-423-3493,Gertrud Andell,555-586-2936,Divorced,Gertrud Andell,3,Bachelor's Degree,20,2.44,true,false
316,Gwynne,Laurentin,5/31/1953,Pangender,Other,Office Assistant III,Training,12/2/2020,9/9/2007,131052.24,78.24,79.26,Monthly,0.59,200-47-8511,88874 Crest Line Junction,Dzwola,,23-304,580-875-5940,Gwynne Laurentin,250-877-3092,Divorced,Gwynne Laurentin,4,Associate's Degree,18,1.27,true,true
317,Hulda,LeEstut,10/9/1959,Transgender,Asian,Account Coordinator,Business Development,10/2/2020,7/12/2018,138848.86,51.41,73.09,Bi-weekly,0.07,787-33-1307,2755 Hollow Ridge Hill,Hvar,,21450,450-475-1436,Hulda LeEstut,962-812-3429,Single,Hulda LeEstut,1,Doctorate,47,2.27,false,false
318,Ashlin,Greene,2/15/1990,Transgender,Other,Help Desk Operator,Training,3/17/2010,2/25/2011,89201.87,95.32,46.22,Bi-weekly,0.39,317-41-0808,88 Victoria Lane,New Orleans,LA,70116,504-893-3327,Ashlin Greene,828-782-4782,Married,Ashlin Greene,6,Associate's Degree,40,1.61,false,false
319,Dionisio,Martensen,7/7/1954,Cis Male,Black,Account Coordinator,Engineering,10/9/2009,9/5/2016,22990.42,64.26,60.36,Monthly,0.23,880-42-5071,61 Summerview Avenue,Cotonou,,,510-952-3390,Dionisio Martensen,229-726-6689,Married,Dionisio Martensen,10,High School,38,2.99,false,false
320,Carey,Steel,8/17/1950,Gender Fluid,Asian,Systems Administrator III,Legal,12/26/2016,4/12/2014,199250.92,75.62,78.46,Monthly,0.32,332-40-5023,02707 Macpherson Street,Xinquansi,,,860-663-2905,Carey Steel,212-521-5835,Divorced,Carey Steel,6,Associate's Degree,40,3.07,true,true
321,Jayme,Walby,9/24/1952,Cis Woman,Other,Desktop Support Technician,Business Development,12/29/2011,4/2/2012,103210.6,56.41,59.05,Monthly,0.55,424-74-7801,7427 Bunker Hill Crossing,Moycullen,,A41,506-789-0912,Jayme Walby,186-984-2639,Married,Jayme Walby,3,Associate's Degree,10,4.3,true,true
322,Ludvig,Thynn,5/7/1970,Two-Spirit,Hispanic,Nuclear Power Engineer,Engineering,5/22/2001,4/29/2009,180620.56,44.77,14.38,Bi-weekly,0.08,345-62-0581,5 Eastlawn Place,Bazar-Korgon,,,225-600-6144,Ludvig Thynn,218-295-6817,Married,Ludvig Thynn,2,Master's Degree,24,3.24,true,false
323,Annie,Skelington,9/2/1960,Transsexual Male,Asian,Marketing Assistant,Product Management,11/4/2018,2/21/2003,33913.09,49.95,51.63,Weekly,0.25,295-58-5093,981 Dryden Point,L'Île-Perrot,QC,H9X,733-739-5056,Annie Skelington,667-288-2488,Divorced,Annie Skelington,7,Master's Degree,47,3.21,true,false
324,Berta,Adelsberg,12/5/2002,Transgender Male,Hispanic,Account Coordinator,Research and Development,5/12/2014,4/13/2019,63292.37,67.22,21.24,Monthly,0.45,257-65-8657,7397 Moland Junction,Wongaya Kaja,,,633-391-5770,Berta Adelsberg,698-446-3068,Divorced,Berta Adelsberg,7,Doctorate,21,4.73,true,true
325,Toiboid,Sieghard,6/8/1981,Cisgender Man,Asian,Business Systems Development Analyst,Services,11/14/2005,8/5/2004,96155.97,39.33,70.12,Bi-weekly,0.32,199-17-0310,833 Pine View Lane,Viçosa do Ceará,,62300-000,301-163-2793,Toiboid Sieghard,965-997-2667,Married,Toiboid Sieghard,8,High School,8,4.49,false,false
326,Pooh,Caseborne,3/21/1981,Androgynous,Hispanic,Nuclear Power Engineer,Support,10/20/2017,11/1/2010,40896.04,63.73,84.42,Bi-weekly,0.34,486-57-8724,1 Manufacturers Drive,Port Colborne,ON,L3K,202-478-2673,Pooh Caseborne,139-559-1895,Widowed,Pooh Caseborne,5,Master's Degree,15,4.05,true,true
327,Lyn,Levet,12/10/1985,Transsexual Person,Hispanic,Research Associate,Engineering,1/17/2002,12/20/2007,197512.06,67.29,95.51,Monthly,0.8,661-89-5917,0 Rockefeller Place,Carcarañá,,2138,693-672-7881,Lyn Levet,621-474-3982,Single,Lyn Levet,6,Master's Degree,34,3.87,false,true
328,Bryna,Drysdall,3/2/1986,Cis,Hispanic,Staff Scientist,Engineering,5/15/2004,6/22/2001,140364.62,82.65,92.3,Weekly,0.32,496-71-0148,2095 Utah Parkway,Hořice,,678 01,309-691-6385,Bryna Drysdall,393-200-4177,Single,Bryna Drysdall,1,Master's Degree,10,1.39,false,true
329,Camellia,Kirwan,6/14/2002,FTM,Hispanic,Civil Engineer,Research and Development,11/13/2006,11/25/2009,162348.31,95.22,77.59,Weekly,0.85,423-98-4072,86401 Algoma Center,Xianyan,,,936-983-0174,Camellia Kirwan,738-612-7330,Divorced,Camellia Kirwan,4,Master's Degree,20,3.79,true,true
330,Laney,Hofler,7/4/1973,Transgender Male,Black,Senior Financial Analyst,Services,3/24/2014,8/17/2007,134459.29,45.55,24.41,Bi-weekly,0.47,858-09-9423,65653 Grasskamp Parkway,Smithers,BC,P3N,366-925-7560,Laney Hofler,630-362-5158,Single,Laney Hofler,9,Doctorate,14,2.15,false,false
331,Tobin,Wheatland,9/6/1959,Cis Woman,Other,Speech Pathologist,Training,10/29/2015,3/5/2000,135660.11,43.24,42.51,Monthly,0.84,679-16-9900,5 Reinke Drive,Garça,,17400-000,846-352-7187,Tobin Wheatland,953-575-9345,Widowed,Tobin Wheatland,5,High School,28,3.02,false,false
332,Ray,Rotchell,4/29/1957,Androgyne,Other,Administrative Assistant IV,Engineering,8/26/2017,5/18/2007,177021.94,21.3,14.84,Weekly,0.42,356-69-5371,4 Barnett Terrace,Jiucaizhuang,,,593-960-1677,Ray Rotchell,352-379-1914,Divorced,Ray Rotchell,10,Bachelor's Degree,35,4.79,false,true
333,Mike,Casale,9/24/1998,Cisgender Man,Black,Professor,Business Development,7/29/2001,1/29/2002,61956.58,65.17,40.16,Bi-weekly,0.69,823-97-5211,4 Corben Pass,Jatake,,,682-100-9513,Mike Casale,310-895-7752,Divorced,Mike Casale,7,High School,43,3.44,false,true
334,Isis,David,4/22/1971,Transmasculine,Black,Paralegal,Research and Development,3/8/2002,5/16/2007,139297.08,15.57,15.86,Monthly,0.86,649-53-8202,00960 Cherokee Way,Potoni,,,222-573-5115,Isis David,402-560-0260,Single,Isis David,10,High School,44,4.51,false,true
335,Jennifer,Haensel,9/8/1987,Transgender Woman,Black,Analog Circuit Design manager,Services,1/5/2016,2/4/2017,170907.17,46.04,77.08,Monthly,0.07,607-80-3352,25307 Novick Parkway,Citarik,,,648-882-4643,Jennifer Haensel,439-157-1799,Married,Jennifer Haensel,6,Master's Degree,6,1.01,true,true
336,Linus,Sawl,12/12/1954,Genderqueer,White,Project Manager,Research and Development,7/8/2003,5/14/2002,58316.14,43.16,40.33,Weekly,0.13,232-47-8131,8847 Loomis Hill,Jieshou,,,198-786-6520,Linus Sawl,264-837-4783,Single,Linus Sawl,4,Associate's Degree,39,1.5,true,true
337,Allan,Kinavan,10/20/1953,FTM,Other,Product Engineer,Legal,2/2/2018,5/1/2020,162100.66,77.32,61.08,Weekly,0.63,758-56-2646,852 Sage Point,Reston,VA,20195,703-367-1123,Allan Kinavan,260-773-3153,Single,Allan Kinavan,7,Doctorate,32,1.27,true,false
338,Elena,Tight,5/17/1973,Gender Questioning,Asian,Staff Accountant II,Sales,11/22/2002,2/26/2001,151380.4,34.15,94.8,Weekly,0.02,693-58-4181,12 Autumn Leaf Junction,Fasito‘outa,,,277-844-2822,Elena Tight,310-417-4384,Single,Elena Tight,6,Associate's Degree,20,4.63,false,false
339,Alana,Clyma,6/1/1993,Transgender Female,White,Computer Systems Analyst II,Accounting,4/15/2010,1/12/2005,137007.6,57.61,42.18,Weekly,0.73,773-21-9740,85 Gateway Plaza,Hayang,,,580-905-6838,Alana Clyma,792-332-6437,Single,Alana Clyma,8,Doctorate,43,2.57,true,true
340,Silvio,Lilie,5/22/1951,Transsexual Female,Other,Engineer II,Human Resources,12/20/2016,4/28/2006,191962.83,28.93,44.37,Monthly,0.97,128-49-9439,90 Springs Park,Shouyan,,,717-364-5385,Silvio Lilie,326-694-8930,Married,Silvio Lilie,9,Bachelor's Degree,18,4.99,false,false
341,Bernadene,Willars,5/9/1952,Cis Woman,Black,VP Marketing,Support,10/29/2002,7/25/2005,42786.83,44.48,71.87,Weekly,0.86,864-53-4076,231 Lunder Terrace,Domampot,,2445,163-849-1566,Bernadene Willars,132-183-8165,Divorced,Bernadene Willars,7,High School,27,3.31,true,true
342,Angil,Cambden,12/16/1964,Transsexual Man,Hispanic,Technical Writer,Business Development,5/28/2012,6/13/2013,103464.32,64.83,60.68,Monthly,0.25,698-29-7685,0656 Sherman Street,Getulio,,1175,508-786-3126,Angil Cambden,170-560-1610,Widowed,Angil Cambden,6,Doctorate,40,2.7,true,true
343,Rania,Yosselevitch,9/8/1986,Androgynous,Black,Nuclear Power Engineer,Engineering,4/11/2000,12/18/2019,147506.22,39.94,30.89,Monthly,0.27,543-15-2624,389 Barnett Road,Khao Kho,,67270,380-460-9744,Rania Yosselevitch,784-621-4925,Single,Rania Yosselevitch,2,High School,17,1.23,false,false
344,Berky,Hassekl,12/1/1982,Neither,Asian,VP Quality Control,Business Development,2/11/2017,9/20/2005,169563.54,56.23,58.06,Bi-weekly,0.17,308-75-6287,5496 Quincy Trail,Sande Vila Nova,03,4805-556,103-587-3828,Berky Hassekl,192-855-3062,Divorced,Berky Hassekl,1,Bachelor's Degree,2,1.74,false,true
345,Chrystel,Dodge,9/30/2000,Bigender,White,Research Assistant IV,Training,4/28/2020,9/7/2019,131042.07,52.09,21.12,Bi-weekly,0.08,752-64-7919,65842 Jackson Junction,Verkhniy Rohachyk,,,124-381-2666,Chrystel Dodge,895-743-6430,Divorced,Chrystel Dodge,4,Master's Degree,32,2.61,true,true
346,Cobb,Dalloway,7/20/1965,Transgender,Other,Database Administrator III,Services,5/18/2020,1/27/2018,85980.35,41.25,13.7,Monthly,0.94,578-41-5729,68 Cordelia Way,Ciodeng,,,473-980-2457,Cobb Dalloway,863-551-2096,Widowed,Cobb Dalloway,1,Master's Degree,10,3.64,false,false
347,Miner,Bibey,6/19/1981,Transsexual,Asian,Systems Administrator III,Support,11/21/2018,11/15/2014,120655.24,35.36,53.64,Bi-weekly,0.39,179-75-9700,41365 Village Green Trail,Habana del Este,,,693-808-6419,Miner Bibey,618-656-4154,Widowed,Miner Bibey,0,Bachelor's Degree,35,1.88,true,false
348,Currey,Hargrove,1/19/1978,Transsexual Man,Other,Assistant Manager,Training,9/21/2000,2/25/2015,69539.39,57.69,38.8,Monthly,0.41,482-31-6918,8 1st Parkway,Muleba,,,550-184-9247,Currey Hargrove,834-444-8476,Widowed,Currey Hargrove,4,Bachelor's Degree,31,3.67,true,true
349,Milissent,Pavel,11/2/1951,Trans Female,Hispanic,Research Assistant II,Human Resources,11/17/2004,8/6/2006,196472.39,95.91,30.22,Weekly,0.07,817-73-0567,1 Trailsway Avenue,‘Amd,,,717-425-0890,Milissent Pavel,834-772-1338,Widowed,Milissent Pavel,9,High School,7,2.77,false,true
350,Berny,Appleford,6/25/1980,MTF,Hispanic,Senior Financial Analyst,Engineering,9/22/2014,11/6/2016,25549.62,43.15,12.64,Weekly,0.45,305-37-0581,57084 Rowland Junction,Washington,DC,20210,202-164-1273,Berny Appleford,682-437-0142,Married,Berny Appleford,3,Doctorate,29,1.61,true,true
351,Nickolai,Heyball,10/20/1954,Androgynous,Other,VP Accounting,Product Management,11/2/2005,1/12/2020,94321.99,26.79,58.92,Weekly,0.26,573-54-3961,6326 Oneill Point,Deqing,,,207-651-7705,Nickolai Heyball,852-653-8269,Widowed,Nickolai Heyball,6,Doctorate,13,4.48,true,false
352,Linnell,Flicker,2/15/1997,Neither,Hispanic,Senior Cost Accountant,Product Management,6/30/2020,8/9/2014,35557.64,23.25,93.08,Monthly,0.37,610-57-9449,1 Utah Court,Strasbourg,C1,67953 CEDEX 9,650-682-6687,Linnell Flicker,505-398-9814,Widowed,Linnell Flicker,8,Master's Degree,11,3.39,false,true
353,Berti,Jeays,6/12/1975,Gender Fluid,Asian,Analyst Programmer,Human Resources,9/24/2007,10/1/2012,88593.53,51.15,81.03,Bi-weekly,0.03,219-92-9676,035 Cherokee Junction,Delicias,,,798-731-1985,Berti Jeays,176-453-0467,Married,Berti Jeays,1,Master's Degree,42,4.32,false,true
354,Nessi,Audibert,6/14/1974,Cisgender,Asian,Help Desk Technician,Human Resources,1/10/2015,3/5/2001,52616.38,30.27,22.62,Bi-weekly,0.9,798-06-3949,273 Gale Court,Cikalong,,,273-293-8511,Nessi Audibert,238-883-5576,Divorced,Nessi Audibert,0,Bachelor's Degree,38,2.86,false,true
355,Patrizius,Cabrales,3/6/1992,Transmasculine,White,Recruiter,Human Resources,10/20/2020,1/6/2011,75991.55,13.4,62.55,Monthly,0.69,343-97-7218,04 Service Crossing,Pueblo Nuevo,,,533-142-1720,Patrizius Cabrales,417-562-3140,Widowed,Patrizius Cabrales,10,Doctorate,19,3.8,false,true
356,Theressa,Bourdice,1/18/1952,Male to Female,Other,Health Coach III,Engineering,8/28/2009,11/23/2012,100947.9,95.82,73.6,Weekly,0.33,132-08-0434,56817 Butternut Street,Schenectady,NY,12305,518-309-1590,Theressa Bourdice,601-669-4327,Divorced,Theressa Bourdice,2,High School,6,2.12,false,false
357,Morse,Hillaby,4/27/1968,Gender Nonconforming,Black,Safety Technician III,Business Development,10/28/2003,12/17/2014,192454.85,50.27,43.09,Bi-weekly,0.92,859-46-9159,5367 Sugar Alley,Téra,,,399-584-3725,Morse Hillaby,355-996-4171,Married,Morse Hillaby,7,Bachelor's Degree,14,1.26,true,false
358,Manda,O'Glessane,10/1/1984,Transsexual Person,White,Project Manager,Engineering,2/14/2002,10/10/2004,181970.55,22.24,95.77,Monthly,0.79,526-16-0327,5546 Vahlen Terrace,Campinas,,13000-000,285-852-4485,Manda O'Glessane,811-493-7094,Married,Manda O'Glessane,6,Doctorate,10,4.6,false,true
359,Kaja,Vasyaev,6/21/1950,Intersex,White,Recruiting Manager,Marketing,1/14/2015,7/22/2002,130967.58,47.85,81.4,Weekly,0.05,483-21-6914,748 Comanche Drive,Kongwan,,,821-765-5160,Kaja Vasyaev,992-824-8492,Married,Kaja Vasyaev,3,Bachelor's Degree,45,4.96,true,false
360,Herve,Gildersleaves,11/8/1974,Transsexual Woman,White,Financial Analyst,Engineering,11/6/2000,11/26/2016,128335.95,57.55,87.86,Monthly,0.18,550-65-5402,6 Thompson Court,Tsementnozavodskiy,,460960,173-828-9445,Herve Gildersleaves,730-496-3276,Divorced,Herve Gildersleaves,2,High School,30,3.49,true,false
361,Rudolph,Bussell,8/21/1993,Transsexual Person,Hispanic,VP Marketing,Research and Development,2/4/2001,5/17/2007,101147.92,65.27,86.03,Monthly,0.41,209-43-8893,1704 Almo Trail,Topolovgrad,,8772,157-677-7761,Rudolph Bussell,983-634-1456,Divorced,Rudolph Bussell,5,High School,0,2.0,true,true
362,Tybi,Billington,3/15/1989,MTF,Hispanic,Speech Pathologist,Accounting,8/6/2018,4/1/2002,192830.97,32.72,94.14,Weekly,0.01,428-08-3810,39 Magdeline Court,Debre Zeyit,,,920-538-5495,Tybi Billington,157-603-7476,Widowed,Tybi Billington,8,High School,22,4.28,true,true
363,Fabien,Tollett,5/8/1971,Cis,White,Account Executive,Services,10/4/2015,5/14/2005,184526.84,58.79,19.57,Weekly,0.69,554-17-0425,73 Buena Vista Place,Yerazgavors,,,542-584-8082,Fabien Tollett,913-730-4367,Divorced,Fabien Tollett,0,High School,41,2.98,true,false
364,Moses,Rutledge,11/30/1999,Transsexual Female,Asian,Web Developer IV,Support,9/17/2006,10/26/2000,184247.86,42.63,41.72,Bi-weekly,0.23,381-50-7617,97535 Merry Hill,Kabir,,,879-850-4680,Moses Rutledge,522-789-4733,Single,Moses Rutledge,5,High School,22,3.42,true,false
365,Maible,Reasun,6/16/1977,Transsexual Woman,Hispanic,Human Resources Assistant III,Research and Development,6/10/2019,5/21/2018,151748.08,77.22,56.02,Monthly,0.09,486-81-3544,17 Veith Terrace,Dazuo,,,918-210-8539,Maible Reasun,220-492-0334,Married,Maible Reasun,4,High School,31,1.4,false,true
366,Billye,Cleverley,3/20/1979,Genderqueer,Hispanic,Electrical Engineer,Services,5/15/2000,5/2/2002,44876.41,62.51,60.32,Bi-weekly,0.35,287-08-8715,40 Scoville Alley,Apurawan,,8717,489-990-1275,Billye Cleverley,783-791-1979,Single,Billye Cleverley,2,Associate's Degree,40,1.45,false,true
367,Stephanus,Chew,9/16/1998,Bigender,Black,Research Assistant I,Business Development,12/5/2001,1/18/2020,190919.09,12.44,91.04,Bi-weekly,0.73,525-94-8199,6459 Shopko Road,Gubkinskiy,,427275,603-835-7166,Stephanus Chew,817-545-4629,Married,Stephanus Chew,10,Master's Degree,9,1.49,false,true
368,Eleanor,Aindrais,6/18/1959,Transsexual Woman,Asian,Operator,Product Management,7/22/2016,4/2/2009,94862.14,99.46,86.64,Bi-weekly,0.38,344-86-6863,94 Myrtle Terrace,Zhongguan,,,137-720-4414,Eleanor Aindrais,158-291-2718,Married,Eleanor Aindrais,6,Doctorate,22,1.47,true,true
369,Bonni,Fielders,9/29/1985,Cis Woman,Asian,Project Manager,Engineering,8/20/2017,12/22/2001,118628.83,66.03,87.48,Bi-weekly,0.04,541-65-5156,24305 Fordem Hill,Jince,,262 23,120-308-3991,Bonni Fielders,155-850-4939,Divorced,Bonni Fielders,7,High School,9,4.82,false,false
370,Lisbeth,Grgic,2/15/1951,Female to Male,Hispanic,Assistant Media Planner,Engineering,5/21/2005,2/16/2001,163060.02,77.5,20.84,Weekly,0.69,217-43-2821,02744 Shasta Place,Curumaní,,203067,844-535-2092,Lisbeth Grgic,852-449-1987,Divorced,Lisbeth Grgic,6,Master's Degree,27,3.18,true,false
371,Vonnie,Jeffreys,10/18/1971,Cisgender Man,Hispanic,Account Coordinator,Sales,7/21/2008,12/18/2001,128186.92,52.04,12.1,Bi-weekly,0.92,453-92-1834,5752 Swallow Avenue,Villa Nueva,,5903,880-724-0868,Vonnie Jeffreys,424-365-7771,Widowed,Vonnie Jeffreys,1,Associate's Degree,30,1.14,true,false
372,Dolorita,Hakes,10/1/1964,Transgender Person,Hispanic,Systems Administrator II,Research and Development,10/15/2005,9/13/2002,120666.37,17.46,55.76,Monthly,0.23,592-02-7865,53533 Carey Plaza,Takarazuka,,666-0137,290-464-9317,Dolorita Hakes,215-419-3571,Divorced,Dolorita Hakes,0,Master's Degree,29,4.15,false,false
373,Montague,Speedy,8/26/2001,FTM,Other,Recruiting Manager,Accounting,9/2/2002,7/28/2018,165635.54,31.18,44.86,Bi-weekly,0.78,177-13-6575,77332 2nd Way,Luoping,,,845-248-8024,Montague Speedy,774-489-6310,Widowed,Montague Speedy,7,High School,0,4.84,false,false
374,Diena,Menat,10/1/2001,Trans Woman,Asian,Food Chemist,Legal,5/30/2003,12/27/2000,35162.96,40.76,17.55,Bi-weekly,0.81,370-08-1900,767 Kim Avenue,Kaiama,,,634-508-5279,Diena Menat,985-140-7378,Divorced,Diena Menat,2,Bachelor's Degree,8,4.78,false,true
375,Ninon,Grunwall,1/11/1967,Trans Female,White,Research Nurse,Research and Development,7/12/2002,9/8/2007,90232.47,19.09,85.36,Monthly,0.66,162-12-1889,08 Havey Place,Žabčice,,664 63,150-952-9233,Ninon Grunwall,585-806-1871,Widowed,Ninon Grunwall,7,Bachelor's Degree,48,4.05,false,false
376,Gusella,Oolahan,7/28/1996,Cisgender Male,Asian,Structural Engineer,Sales,6/9/2018,8/7/2021,157777.75,29.6,76.52,Monthly,0.75,314-25-7571,12 Monterey Trail,Koronowo,,86-010,937-228-5874,Gusella Oolahan,880-512-0411,Single,Gusella Oolahan,5,Doctorate,10,2.44,false,true
377,Tina,Dunklee,8/9/2002,Two-Spirit,Other,Paralegal,Legal,11/10/2013,1/4/2017,167325.31,77.55,61.5,Weekly,0.8,381-51-8863,5563 Toban Court,Laguna Paiva,,3401,507-342-6276,Tina Dunklee,863-153-3562,Widowed,Tina Dunklee,10,Master's Degree,48,3.53,true,true
378,Emlen,Favel,3/15/1991,Agender,Other,Editor,Research and Development,2/3/2002,6/26/2021,28416.73,38.44,12.67,Weekly,0.44,466-71-9696,82 Farmco Drive,Toyota,,952-0317,923-264-9562,Emlen Favel,567-569-0983,Married,Emlen Favel,8,Associate's Degree,31,3.22,false,true
379,Bartholomeus,Cleft,4/9/1955,Transgender Male,Hispanic,Assistant Professor,Services,4/24/2005,10/28/2004,87887.53,71.7,92.28,Monthly,0.12,786-14-4234,540 Bay Park,Cocachacra,,,381-810-0500,Bartholomeus Cleft,142-243-2312,Single,Bartholomeus Cleft,3,Master's Degree,47,4.05,true,true
380,Lilith,Corter,7/14/1981,Trans Man,Hispanic,Recruiter,Engineering,2/4/2012,7/23/2010,136689.76,53.45,11.93,Bi-weekly,0.79,656-32-9362,29 Tomscot Hill,Old Harbour Bay,,,759-206-0144,Lilith Corter,930-877-4032,Divorced,Lilith Corter,3,Master's Degree,32,3.18,false,true
381,Haily,McErlaine,1/30/1967,Transsexual Female,Hispanic,Data Coordinator,Human Resources,5/31/2006,10/19/2013,159758.23,32.74,73.7,Bi-weekly,0.02,203-40-1562,1 Corry Hill,Long Beach,CA,90805,562-310-1496,Haily McErlaine,560-924-1087,Widowed,Haily McErlaine,0,Doctorate,15,3.31,true,true
382,Marcille,Massel,9/2/1959,Cis Woman,Hispanic,Software Engineer III,Human Resources,5/19/2007,9/30/2020,31748.54,72.97,56.87,Weekly,0.52,296-56-4224,5 Hoffman Alley,Anticala,,6010,406-203-3067,Marcille Massel,116-788-9551,Single,Marcille Massel,2,Bachelor's Degree,36,3.15,true,false
383,Guendolen,Dot,7/7/1993,Transsexual Person,Asian,Computer Systems Analyst I,Engineering,3/18/2003,3/23/2006,92886.9,90.98,79.32,Bi-weekly,0.47,755-37-1414,72 Killdeer Avenue,Al Hoceïma,,,323-487-7377,Guendolen Dot,187-157-4104,Married,Guendolen Dot,3,High School,6,1.24,false,true
384,Gail,Percy,1/24/1970,Cisgender Man,Other,Environmental Specialist,Services,7/17/2021,2/27/2012,131190.81,43.3,32.25,Monthly,0.43,436-57-0273,1031 Acker Crossing,Balabac,,5307,283-123-9422,Gail Percy,671-341-1121,Single,Gail Percy,7,Doctorate,46,3.84,false,true
385,Nollie,Portam,6/17/1963,Trans Man,Other,Human Resources Manager,Human Resources,5/28/2009,2/24/2004,115121.56,37.12,47.49,Weekly,0.93,842-56-6683,75 Milwaukee Circle,Jadów,,05-280,510-718-7731,Nollie Portam,561-231-9592,Widowed,Nollie Portam,4,Doctorate,19,2.95,false,true
